Sequence Name,Predicted Haplogroup,N,Nph,Nph_tot,Nph_exp,P_Hg
Contig.1,HV1a1b,292,38,50,50,76.000
Contig.1,D1i,292,33,47,47,70.213
Contig.1,HV18,292,37,41,41,90.244
Contig.1,U4a1e,292,35,51,51,68.627
Contig.1,H4a1a1a4,292,38,51,51,74.510
Contig.1,D1j,292,31,44,44,70.455
Contig.1,M40a1b,292,33,48,48,68.750
Contig.1,U4a1b,292,36,53,53,67.925
Contig.1,H5c1a,292,39,48,48,81.250
Contig.1,D1k,292,34,46,46,73.913
Contig.1,H1aw1,292,37,44,44,84.091
Contig.1,U5a1b1,292,38,52,52,73.077
Contig.1,H13a2b2a,292,40,50,50,80.000
Contig.1,U4a1a,292,36,52,52,69.231
Contig.1,D4h3a1a,292,33,58,58,56.897
Contig.1,M7b1a1d1,292,31,53,53,58.491
Contig.1,G1a2,292,33,50,50,66.000
Contig.1,T2c1d2a,292,52,60,60,86.667
Contig.1,L2c4,292,23,47,47,48.936
Contig.1,L2c3,292,23,47,47,48.936
Contig.1,L2c2,292,23,48,48,47.917
Contig.1,J1c1b1a1,292,43,55,55,78.182
Contig.1,U5a2d1a,292,38,55,55,69.091
Contig.1,A2w1,292,33,48,48,68.750
Contig.1,H3b7,292,38,45,45,84.444
Contig.1,H3b6,292,38,43,43,88.372
Contig.1,H3b1,292,39,46,46,84.783
Contig.1,D4e4a,292,34,47,47,72.340
Contig.1,D4e4b,292,34,48,48,70.833
Contig.1,H3b2,292,38,45,45,84.444
Contig.1,H5a4,292,40,48,48,83.333
Contig.1,A2ap,292,33,47,47,70.213
Contig.1,A2aq,292,34,53,53,64.151
Contig.1,B5b1a,292,37,55,55,67.273
Contig.1,B5b1c,292,36,58,58,62.069
Contig.1,H7a2,292,38,47,47,80.851
Contig.1,R8a1_16093,292,38,48,48,79.167
Contig.1,A2d2,292,34,49,49,69.388
Contig.1,M9a4a,292,32,45,45,71.111
Contig.1,H1av1a,292,39,47,47,82.979
Contig.1,A2ab,292,34,50,50,68.000
Contig.1,L2a1l1a,292,21,41,41,51.220
Contig.1,L2a1l1b,292,21,41,41,51.220
Contig.1,A2aa,292,34,49,49,69.388
Contig.1,A2af,292,34,51,51,66.667
Contig.1,A2ag,292,33,47,47,70.213
Contig.1,A2ad,292,34,50,50,68.000
Contig.1,A2ae,292,34,49,49,69.388
Contig.1,R11a,292,36,44,44,81.818
Contig.1,A2ak,292,34,51,51,66.667
Contig.1,A2ah,292,34,49,49,69.388
Contig.1,A2ai,292,34,49,49,69.388
Contig.1,U2d1,292,37,54,54,68.519
Contig.1,A2ao,292,34,47,47,72.340
Contig.1,A2al,292,35,50,50,70.000
Contig.1,A2am,292,33,49,49,67.347
Contig.1,M31c,292,31,47,47,65.957
Contig.1,M31b,292,31,43,43,72.093
Contig.1,M31a,292,32,44,44,72.727
Contig.1,HV4a1_16291,292,38,45,45,84.444
Contig.1,M7c1a2a1,292,32,50,50,64.000
Contig.1,H1e6,292,39,46,46,84.783
Contig.1,H13a1a2b,292,38,50,50,76.000
Contig.1,H1ag1,292,39,46,46,84.783
Contig.1,J1c6a,292,42,55,55,76.364
Contig.1,R7a1,292,36,52,52,69.231
Contig.1,H76a,292,36,43,43,83.721
Contig.1,C4a2c1,292,31,61,61,50.820
Contig.1,P8,292,38,55,55,69.091
Contig.1,HV1b3a,292,37,50,50,74.000
Contig.1,HV1b3b,292,36,46,46,78.261
Contig.1,L2c1,292,23,47,47,48.936
Contig.1,U6a2_195!,292,35,44,44,79.545
Contig.1,L0d2a1a3,292,2,44,44,4.545
Contig.1,L0d2a1a2,292,2,44,44,4.545
Contig.1,L0d2a1a1,292,2,44,44,4.545
Contig.1,M7a2a,292,31,46,46,67.391
Contig.1,K1a4a1a2a,292,36,58,58,62.069
Contig.1,K1a4a1a2b,292,35,57,57,61.404
Contig.1,HV9_152!,292,36,40,40,90.000
Contig.1,H1a8a,292,39,46,46,84.783
Contig.1,K2b,292,36,52,52,69.231
Contig.1,C7a1a1,292,31,55,55,56.364
Contig.1,C7a1a2,292,29,56,56,51.786
Contig.1,L2b1a,292,21,59,59,35.593
Contig.1,D4h3a,292,32,54,54,59.259
Contig.1,D4h3b,292,33,57,57,57.895
Contig.1,H1c4b1,292,39,48,48,81.250
Contig.1,U8a1a4,292,37,53,53,69.811
Contig.1,M74,292,31,40,40,77.500
Contig.1,U8a1a1,292,38,54,54,70.370
Contig.1,H6a1a3a,292,38,51,51,74.510
Contig.1,U8a1a3,292,38,55,55,69.091
Contig.1,H1n3,292,38,45,45,84.444
Contig.1,U8b1a2a,292,36,51,51,70.588
Contig.1,K,292,37,49,49,75.510
Contig.1,R9b,292,39,42,42,92.857
Contig.1,R9c,292,39,44,44,88.636
Contig.1,H1n5,292,37,44,44,84.091
Contig.1,H1n4,292,37,43,43,86.047
Contig.1,M9a1a1a,292,32,46,46,69.565
Contig.1,L1c3a,292,12,44,44,27.273
Contig.1,L1c3b,292,11,42,42,26.190
Contig.1,L1c3c,292,10,49,49,20.408
Contig.1,M9a1a1d,292,32,47,47,68.085
Contig.1,E1a2_s,292,31,49,49,63.265
Contig.1,U5b2a3a,292,37,53,53,69.811
Contig.1,J1c1g,292,42,52,52,80.769
Contig.1,H5_16192,292,39,46,46,84.783
Contig.1,D4b1b'd,292,33,49,49,67.347
Contig.1,B4a1a3a1,292,35,46,46,76.087
Contig.1,L1c2b1a1,292,10,57,57,17.544
Contig.1,D4g2a1b,292,33,52,52,63.462
Contig.1,M10a1a1b,292,31,52,52,59.615
Contig.1,B4d1a,292,36,44,44,81.818
Contig.1,I5a,292,35,50,50,70.000
Contig.1,I5c,292,35,49,49,71.429
Contig.1,I5b,292,36,50,50,72.000
Contig.1,N1a1a1,292,35,50,50,70.000
Contig.1,N1a1a2,292,35,50,50,70.000
Contig.1,N1a1a3,292,35,49,49,71.429
Contig.1,J1b4a1,292,41,54,54,75.926
Contig.1,T1a8b,292,51,57,57,89.474
Contig.1,N1a1a1a3,292,35,52,52,67.308
Contig.1,D4a_16294,292,32,45,45,71.111
Contig.1,U4c1a,292,37,57,57,64.912
Contig.1,S3,292,32,48,48,66.667
Contig.1,S2,292,36,40,40,90.000
Contig.1,S1,292,36,39,39,92.308
Contig.1,G1c,292,33,47,47,70.213
Contig.1,G1b,292,33,47,47,70.213
Contig.1,G1a,292,33,47,47,70.213
Contig.1,S4,292,35,45,45,77.778
Contig.1,X2c1c1,292,33,45,45,73.333
Contig.1,J2b1a3,292,39,51,51,76.471
Contig.1,A2_s_16129!,292,33,46,46,71.739
Contig.1,T1a1a1,292,49,55,55,89.091
Contig.1,T2e1b,292,54,58,58,93.103
Contig.1,B2i2a1,292,37,56,56,66.071
Contig.1,N9a2'4'5'11,292,36,44,44,81.818
Contig.1,M75,292,31,45,45,68.889
Contig.1,U5a2_16294,292,39,50,50,78.000
Contig.1,M53b,292,31,50,50,62.000
Contig.1,A2_s3_16189!,292,33,46,46,71.739
Contig.1,T1a3a,292,49,54,54,90.741
Contig.1,R9b1a3,292,39,50,50,78.000
Contig.1,L3e2b8,292,31,39,39,79.487
Contig.1,H1e1b1,292,39,48,48,81.250
Contig.1,H3g2,292,37,45,45,82.222
Contig.1,H24a1,292,38,47,47,80.851
Contig.1,U5b1b2a,292,37,52,52,71.154
Contig.1,U5b1b2b,292,37,52,52,71.154
Contig.1,H1ba1,292,39,46,46,84.783
Contig.1,H5a1g1a,292,38,51,51,74.510
Contig.1,U2e2a,292,35,55,55,63.636
Contig.1,H1b1i,292,38,46,46,82.609
Contig.1,H1b1h,292,38,47,47,80.851
Contig.1,H13c1,292,38,46,46,82.609
Contig.1,L4a1,292,28,48,48,58.333
Contig.1,B2i2a,292,37,54,54,68.519
Contig.1,H1b1c,292,38,47,47,80.851
Contig.1,H1b1b,292,37,46,46,80.435
Contig.1,H1b1a,292,38,47,47,80.851
Contig.1,H1b1g,292,37,46,46,80.435
Contig.1,H1b1f,292,38,47,47,80.851
Contig.1,HV12b,292,38,44,44,86.364
Contig.1,H1b1d,292,38,47,47,80.851
Contig.1,H49b,292,38,45,45,84.444
Contig.1,H49a,292,38,45,45,84.444
Contig.1,L2a1a2a1,292,22,45,45,48.889
Contig.1,Q1c2,292,31,55,55,56.364
Contig.1,Q1c1,292,31,55,55,56.364
Contig.1,F1a1b,292,38,55,55,69.091
Contig.1,H2a5b2,292,38,49,49,77.551
Contig.1,F1a1a,292,38,55,55,69.091
Contig.1,R7a,292,36,50,50,72.000
Contig.1,R7b,292,35,49,49,71.429
Contig.1,H6a1a3,292,38,50,50,76.000
Contig.1,H_16291,292,38,44,44,86.364
Contig.1,L3e3'4,292,32,39,39,82.051
Contig.1,H13a1a,292,38,47,47,80.851
Contig.1,H13a1b,292,38,49,49,77.551
Contig.1,H13a1c,292,38,48,48,79.167
Contig.1,HV0a1a,292,39,49,49,79.592
Contig.1,L0a2a2a,292,6,49,49,12.245
Contig.1,A2k1a,292,34,50,50,68.000
Contig.1,M7c1a1a1,292,31,49,49,63.265
Contig.1,S_152!,292,35,36,36,97.222
Contig.1,H2a1_146!,292,37,46,46,80.435
Contig.1,B4c1a2a,292,38,47,47,80.851
Contig.1,X2e1,292,33,41,41,80.488
Contig.1,M40a,292,33,45,45,73.333
Contig.1,D4k,292,32,42,42,76.190
Contig.1,D4j,292,33,44,44,75.000
Contig.1,D4i,292,34,44,44,77.273
Contig.1,D4h,292,33,46,46,71.739
Contig.1,D4o,292,33,44,44,75.000
Contig.1,D4n,292,33,45,45,73.333
Contig.1,M9a1a1c1,292,32,49,49,65.306
Contig.1,D4l,292,33,45,45,73.333
Contig.1,D4c,292,33,44,44,75.000
Contig.1,D4b,292,33,44,44,75.000
Contig.1,D4a,292,31,44,44,70.455
Contig.1,X2e2,292,33,41,41,80.488
Contig.1,D4g,292,33,44,44,75.000
Contig.1,D4f,292,33,44,44,75.000
Contig.1,D4e,292,33,44,44,75.000
Contig.1,D4d,292,33,51,51,64.706
Contig.1,L0d2b2,292,3,42,42,7.143
Contig.1,M13a1b,292,30,48,48,62.500
Contig.1,M13a1a,292,29,48,48,60.417
Contig.1,L0d2b1,292,5,49,49,10.204
Contig.1,J1c8b,292,42,50,50,84.000
Contig.1,X2a1b1,292,33,49,49,67.347
Contig.1,HV12a,292,38,44,44,86.364
Contig.1,H7d5,292,38,49,49,77.551
Contig.1,D4s,292,33,46,46,71.739
Contig.1,H4a1a1a2,292,38,51,51,74.510
Contig.1,D4q,292,32,44,44,72.727
Contig.1,D4p,292,32,44,44,72.727
Contig.1,U6a6,292,37,46,46,80.435
Contig.1,R0a'b,292,39,43,43,90.698
Contig.1,U6a4,292,37,51,51,72.549
Contig.1,D4t,292,33,45,45,73.333
Contig.1,H4a1a3a,292,37,51,51,72.549
Contig.1,H35,292,38,44,44,86.364
Contig.1,U5b2b1b,292,38,56,56,67.857
Contig.1,U4d1a1,292,37,55,55,67.273
Contig.1,L1b1a18,292,10,44,44,22.727
Contig.1,F1a4,292,38,53,53,71.698
Contig.1,L1b1a16,292,10,44,44,22.727
Contig.1,L1b1a15,292,10,45,45,22.222
Contig.1,L1b1a14,292,10,43,43,23.256
Contig.1,L1b1a13,292,10,43,43,23.256
Contig.1,L1b1a12,292,10,44,44,22.727
Contig.1,F1a2,292,38,52,52,73.077
Contig.1,F1a3,292,38,52,52,73.077
Contig.1,K1a4a,292,36,52,52,69.231
Contig.1,K1a4b,292,36,53,53,67.925
Contig.1,K1a4c,292,35,52,52,67.308
Contig.1,K1a4d,292,36,54,54,66.667
Contig.1,K1a4e,292,36,52,52,69.231
Contig.1,K1a4f,292,36,52,52,69.231
Contig.1,K1a4g,292,35,51,51,68.627
Contig.1,K1a4h,292,36,53,53,67.925
Contig.1,K1a4i,292,36,52,52,69.231
Contig.1,K1a4j,292,35,51,51,68.627
Contig.1,C5b1a1,292,31,52,52,59.615
Contig.1,L2a1c2a,292,23,47,47,48.936
Contig.1,M7b2,292,32,47,47,68.085
Contig.1,L0d1b2b2c,292,4,40,40,10.000
Contig.1,L0d1b2b2a,292,5,40,40,12.500
Contig.1,L3f1b4a1,292,31,50,50,62.000
Contig.1,L1c1a1a,292,12,49,49,24.490
Contig.1,B4b1c,292,37,47,47,78.723
Contig.1,Z3a1,292,32,53,53,60.377
Contig.1,J2a1a1e,292,38,54,54,70.370
Contig.1,F4a,292,36,47,47,76.596
Contig.1,D4e2,292,33,45,45,73.333
Contig.1,D4e1,292,33,46,46,71.739
Contig.1,F4b,292,38,51,51,74.510
Contig.1,D4e5,292,33,48,48,68.750
Contig.1,D4e4,292,34,46,46,73.913
Contig.1,H13a1a1d,292,38,51,51,74.510
Contig.1,H13a1a1e,292,38,50,50,76.000
Contig.1,M36d1,292,32,46,46,69.565
Contig.1,D4b2a2,292,33,50,50,66.000
Contig.1,L3f1b1a1,292,30,50,50,60.000
Contig.1,L3c'd,292,30,31,31,96.774
Contig.1,L1c5,292,11,46,46,23.913
Contig.1,A2ad2,292,34,52,52,65.385
Contig.1,A2ad1,292,34,53,53,64.151
Contig.1,M62b,292,33,50,50,66.000
Contig.1,T2c,292,54,55,55,98.182
Contig.1,U6a5a1,292,37,51,51,72.549
Contig.1,L2c5,292,23,47,47,48.936
Contig.1,D4a1a1,292,31,47,47,65.957
Contig.1,X2i_225!,292,33,40,40,82.500
Contig.1,M1a4a,292,28,45,45,62.222
Contig.1,H10a1,292,39,46,46,84.783
Contig.1,U6a5a,292,37,50,50,74.000
Contig.1,U6a5b,292,37,52,52,71.154
Contig.1,U6a5c,292,35,48,48,72.917
Contig.1,F1b1,292,37,52,52,71.154
Contig.1,H14b2a,292,38,50,50,76.000
Contig.1,B4b1a_207,292,37,48,48,77.083
Contig.1,G2a1f,292,32,48,48,66.667
Contig.1,G2c,292,31,48,48,64.583
Contig.1,L0a1_16293,292,4,38,38,10.526
Contig.1,T1a1m,292,49,55,55,89.091
Contig.1,T1a1n,292,50,54,54,92.593
Contig.1,T1a1h,292,49,54,54,90.741
Contig.1,T1a1i,292,49,55,55,89.091
Contig.1,T1a1j,292,49,54,54,90.741
Contig.1,T1a1k,292,49,54,54,90.741
Contig.1,T1a1d,292,49,56,56,87.500
Contig.1,T1a1e,292,49,58,58,84.483
Contig.1,T1a1f,292,49,54,54,90.741
Contig.1,T1a1g,292,49,54,54,90.741
Contig.1,T1a1a,292,49,54,54,90.741
Contig.1,T1a1b,292,49,55,55,89.091
Contig.1,T1a1c,292,49,55,55,89.091
Contig.1,L1c1b1,292,10,51,51,19.608
Contig.1,C1c4,292,32,53,53,60.377
Contig.1,C1c7,292,31,55,55,56.364
Contig.1,C1c6,292,31,52,52,59.615
Contig.1,C1c1,292,32,52,52,61.538
Contig.1,C1c3,292,32,58,58,55.172
Contig.1,C1c2,292,33,55,55,60.000
Contig.1,U5b2a2a1,292,37,55,55,67.273
Contig.1,U5b2a2a2,292,38,56,56,67.857
Contig.1,L0d1c1a1a1,292,3,49,49,6.122
Contig.1,T1a1p,292,49,54,54,90.741
Contig.1,C1c8,292,32,53,53,60.377
Contig.1,T1a1r,292,48,53,53,90.566
Contig.1,M3c1a,292,31,42,42,73.810
Contig.1,B4'5,292,37,38,38,97.368
Contig.1,M3c1b,292,31,45,45,68.889
Contig.1,F3b1b,292,37,58,58,63.793
Contig.1,L2e1a,292,23,60,60,38.333
Contig.1,R0a2f1b,292,40,56,56,71.429
Contig.1,R0a2f1a,292,40,56,56,71.429
Contig.1,J1c12b,292,42,53,53,79.245
Contig.1,J1c12a,292,42,53,53,79.245
Contig.1,H39a1,292,39,47,47,82.979
Contig.1,U5b1b1a1,292,37,53,53,69.811
Contig.1,J2b1a6,292,39,53,53,73.585
Contig.1,U5b1b1a3,292,37,54,54,68.519
Contig.1,U5b1b1a2,292,37,53,53,69.811
Contig.1,V13,292,38,47,47,80.851
Contig.1,A2v1_152!,292,34,49,49,69.388
Contig.1,R9c1b,292,39,46,46,84.783
Contig.1,R12'21,292,37,39,39,94.872
Contig.1,L2a1a3c,292,22,45,45,48.889
Contig.1,L2a1a3b,292,22,44,44,50.000
Contig.1,L2a1a3a,292,22,44,44,50.000
Contig.1,HV_16311!,292,37,40,40,92.500
Contig.1,H1ao,292,37,44,44,84.091
Contig.1,L0d1c2a1,292,3,47,47,6.383
Contig.1,W5a1a,292,36,57,57,63.158
Contig.1,T2b17a,292,57,60,60,95.000
Contig.1,J1d6,292,41,51,51,80.392
Contig.1,J1d5,292,41,52,52,78.846
Contig.1,J1d4,292,41,53,53,77.358
Contig.1,J1d3,292,41,51,51,80.392
Contig.1,J1d2,292,41,52,52,78.846
Contig.1,J1d1,292,41,51,51,80.392
Contig.1,H20,292,38,44,44,86.364
Contig.1,Q2a2,292,29,50,50,58.000
Contig.1,Q2a3,292,29,49,49,59.184
Contig.1,Q2a1,292,29,52,52,55.769
Contig.1,M1b1b,292,28,47,47,59.574
Contig.1,Q2a4,292,29,49,49,59.184
Contig.1,M1b1a,292,28,47,47,59.574
Contig.1,M37a1,292,32,41,41,78.049
Contig.1,J2b1a1,292,39,51,51,76.471
Contig.1,T1a10,292,51,55,55,92.727
Contig.1,T1a11,292,50,60,60,83.333
Contig.1,T1a12,292,50,55,55,90.909
Contig.1,T1a13,292,49,53,53,92.453
Contig.1,C1b1,292,31,51,51,60.784
Contig.1,U5b3a2,292,39,53,53,73.585
Contig.1,F1a1'4,292,38,52,52,73.077
Contig.1,U6a2a1,292,36,50,50,72.000
Contig.1,J2b1a2a,292,39,52,52,75.000
Contig.1,F1a3_16311!,292,37,51,51,72.549
Contig.1,U6a2a2,292,35,48,48,72.917
Contig.1,M3c_152!,292,32,39,39,82.051
Contig.1,D4g1a,292,33,48,48,68.750
Contig.1,D4g1c,292,34,47,47,72.340
Contig.1,D4g1b,292,33,48,48,68.750
Contig.1,A5b1,292,37,50,50,74.000
Contig.1,N1b1a6,292,35,55,55,63.636
Contig.1,H17a2,292,37,45,45,82.222
Contig.1,X2b4a,292,33,46,46,71.739
Contig.1,H17a1,292,37,46,46,80.435
Contig.1,M2a1a2a1,292,30,53,53,56.604
Contig.1,W3a2,292,36,56,56,64.286
Contig.1,H1as2,292,39,46,46,84.783
Contig.1,H6a1a2a,292,38,51,51,74.510
Contig.1,H6a1a2b,292,38,52,52,73.077
Contig.1,D1d1,292,33,48,48,68.750
Contig.1,D1d2,292,34,49,49,69.388
Contig.1,J2a1a1a3,292,39,58,58,67.241
Contig.1,H1as1,292,39,47,47,82.979
Contig.1,M7b1a1c1,292,31,56,56,55.357
Contig.1,G1b4,292,32,47,47,68.085
Contig.1,G1b2,292,32,48,48,66.667
Contig.1,G1b3,292,32,48,48,66.667
Contig.1,G1b1,292,33,48,48,68.750
Contig.1,M9a1b1b,292,31,49,49,63.265
Contig.1,M9a1b1c,292,31,48,48,64.583
Contig.1,H2a1c,292,38,48,48,79.167
Contig.1,M9a1b1a,292,31,48,48,64.583
Contig.1,H2a1e,292,38,48,48,79.167
Contig.1,H2a1d,292,38,48,48,79.167
Contig.1,H2a1g,292,38,48,48,79.167
Contig.1,H1k1a,292,39,47,47,82.979
Contig.1,H2a1i,292,38,49,49,77.551
Contig.1,H2a1k,292,38,48,48,79.167
Contig.1,H2a1j,292,38,49,49,77.551
Contig.1,I4b,292,34,51,51,66.667
Contig.1,L0d2a1a,292,2,43,43,4.651
Contig.1,H2a1n,292,37,47,47,78.723
Contig.1,X2a1a,292,33,49,49,67.347
Contig.1,I,292,34,47,47,72.340
Contig.1,X2a1c,292,33,50,50,66.000
Contig.1,X2a1b,292,33,48,48,68.750
Contig.1,X2e2b,292,33,42,42,78.571
Contig.1,U2c1,292,37,49,49,75.510
Contig.1,B4a1a1a2a,292,36,49,49,73.469
Contig.1,E1,292,32,46,46,69.565
Contig.1,E2,292,31,47,47,65.957
Contig.1,G2b2a,292,33,48,48,68.750
Contig.1,G2b2b,292,33,48,48,68.750
Contig.1,G2b2c,292,33,48,48,68.750
Contig.1,B4c1,292,37,42,42,88.095
Contig.1,J1d3a2,292,40,51,51,78.431
Contig.1,H6a1b3a,292,40,54,54,74.074
Contig.1,H6a1b3b,292,39,53,53,73.585
Contig.1,Q1e1a1,292,29,57,57,50.877
Contig.1,R8a1a1c,292,37,48,48,77.083
Contig.1,A6a,292,35,48,48,72.917
Contig.1,H3_16311!,292,37,43,43,86.047
Contig.1,L2b2a,292,22,62,62,35.484
Contig.1,K1a4a1h,292,36,55,55,65.455
Contig.1,A2_s3_153!,292,34,46,46,73.913
Contig.1,R0a1a1,292,39,50,50,78.000
Contig.1,B5b2a1,292,37,60,60,61.667
Contig.1,N1b1a,292,35,53,53,66.038
Contig.1,N1b1b,292,36,57,57,63.158
Contig.1,H6a1a5,292,38,50,50,76.000
Contig.1,H6a1a4,292,38,50,50,76.000
Contig.1,H6a1a7,292,38,51,51,74.510
Contig.1,H6a1a6,292,38,50,50,76.000
Contig.1,H6a1a1,292,38,50,50,76.000
Contig.1,G1a1b,292,33,50,50,66.000
Contig.1,G1a1a,292,32,49,49,65.306
Contig.1,H6a1a2,292,38,50,50,76.000
Contig.1,H6a1a9,292,38,50,50,76.000
Contig.1,H6a1a8,292,38,50,50,76.000
Contig.1,H33,292,38,44,44,86.364
Contig.1,P4a1,292,39,57,57,68.421
Contig.1,A2_s3,292,34,47,47,72.340
Contig.1,Z3a2,292,32,57,57,56.140
Contig.1,A5a1a2a,292,36,52,52,69.231
Contig.1,K1a30a,292,36,53,53,67.925
Contig.1,M35a1a,292,32,46,46,69.565
Contig.1,H1ae3,292,39,47,47,82.979
Contig.1,L3b1,292,30,43,43,69.767
Contig.1,L3b3,292,30,49,49,61.224
Contig.1,L3b2,292,30,45,45,66.667
Contig.1,J2a1a2a1,292,39,57,57,68.421
Contig.1,L3e2b2,292,31,39,39,79.487
Contig.1,L3e2b3,292,30,38,38,78.947
Contig.1,L1c2a,292,10,52,52,19.231
Contig.1,L3e2b1,292,31,39,39,79.487
Contig.1,L3e2b6,292,29,37,37,78.378
Contig.1,L3e2b7,292,31,39,39,79.487
Contig.1,L3e2b4,292,30,38,38,78.947
Contig.1,H21,292,38,47,47,80.851
Contig.1,HV9,292,37,41,41,90.244
Contig.1,HV8,292,37,41,41,90.244
Contig.1,L1b1a12b,292,11,46,46,23.913
Contig.1,L1b1a12a,292,10,45,45,22.222
Contig.1,M51b1b,292,29,53,53,54.717
Contig.1,HV0,292,38,43,43,88.372
Contig.1,X1'2'3,292,34,39,39,87.179
Contig.1,M51b1a,292,30,48,48,62.500
Contig.1,HV5,292,37,40,40,92.500
Contig.1,HV4,292,38,42,42,90.476
Contig.1,HV7,292,36,41,41,87.805
Contig.1,HV6,292,37,42,42,88.095
Contig.1,J1d3a1,292,40,55,55,72.727
Contig.1,T2b7a2,292,57,61,61,93.443
Contig.1,U4b1b1_16311!,292,34,50,50,68.000
Contig.1,M29b1,292,32,47,47,68.085
Contig.1,L0a2a1a1,292,6,48,48,12.500
Contig.1,L0a2a1a2,292,6,48,48,12.500
Contig.1,C4a1a1a,292,31,58,58,53.448
Contig.1,X2,292,33,39,39,84.615
Contig.1,T2b7a1,292,56,60,60,93.333
Contig.1,T2b_16362,292,57,58,58,98.276
Contig.1,X3,292,33,43,43,76.744
Contig.1,U2e1f1,292,33,57,57,57.895
Contig.1,L3i1a,292,33,41,41,80.488
Contig.1,G2a1d2,292,31,49,49,63.265
Contig.1,G2a1d1,292,31,51,51,60.784
Contig.1,T1a7,292,51,57,57,89.474
Contig.1,U8c,292,37,44,44,84.091
Contig.1,HV9a1a,292,37,44,44,84.091
Contig.1,N1b1a2a,292,35,55,55,63.636
Contig.1,N1b1a2b,292,35,58,58,60.345
Contig.1,M32a,292,31,47,47,65.957
Contig.1,N10a,292,35,51,51,68.627
Contig.1,M43b,292,33,44,44,75.000
Contig.1,B5a2a1a,292,36,54,54,66.667
Contig.1,J1c7a,292,42,54,54,77.778
Contig.1,M42'74,292,32,38,38,84.211
Contig.1,H1a1a,292,39,47,47,82.979
Contig.1,H1a1b,292,39,47,47,82.979
Contig.1,H1a1c,292,39,47,47,82.979
Contig.1,U5a1d2a1,292,36,55,55,65.455
Contig.1,R30a1,292,39,49,49,79.592
Contig.1,M7a1b,292,32,50,50,64.000
Contig.1,M7a1a,292,32,49,49,65.306
Contig.1,M43a,292,32,42,42,76.190
Contig.1,U5b2a2b,292,37,55,55,67.273
Contig.1,U5b2a2c,292,38,55,55,69.091
Contig.1,G2a_152!,292,31,45,45,68.889
Contig.1,M4,292,31,41,41,75.610
Contig.1,L0d1c2,292,3,40,40,7.500
Contig.1,L0d1c3,292,3,43,43,6.977
Contig.1,U6a'b'd_16311!,292,37,43,43,86.047
Contig.1,L0d1c1,292,3,41,41,7.317
Contig.1,E1a1a1a,292,32,52,52,61.538
Contig.1,E1a1a1c,292,32,53,53,60.377
Contig.1,E1a1a1b,292,32,53,53,60.377
Contig.1,X4,292,32,41,41,78.049
Contig.1,A_152!,292,35,43,43,81.395
Contig.1,W6c,292,36,56,56,64.286
Contig.1,D4h4a,292,31,48,48,64.583
Contig.1,H13b1b,292,38,51,51,74.510
Contig.1,H13b1a,292,38,49,49,77.551
Contig.1,D5a2a1b,292,31,53,53,58.491
Contig.1,D2b1,292,31,49,49,63.265
Contig.1,D2b2,292,31,50,50,62.000
Contig.1,L4b2,292,28,40,40,70.000
Contig.1,L4b1,292,29,37,37,78.378
Contig.1,L0d1b2b1b,292,3,41,41,7.317
Contig.1,L0d1b2b1a,292,3,46,46,6.522
Contig.1,X1,292,33,41,41,80.488
Contig.1,L3d1a1'2,292,31,43,43,72.093
Contig.1,D4j3a1,292,32,48,48,66.667
Contig.1,A1a1,292,35,48,48,72.917
Contig.1,A3a,292,36,47,47,76.596
Contig.1,Q2a2a,292,29,52,52,55.769
Contig.1,B2y1,292,37,51,51,72.549
Contig.1,Q2a2b,292,29,55,55,52.727
Contig.1,U4b1a2a,292,37,57,57,64.912
Contig.1,U4b1a2b,292,37,58,58,63.793
Contig.1,K1a_195!,292,35,49,49,71.429
Contig.1,U2e2a1c,292,35,58,58,60.345
Contig.1,HV,292,38,41,41,92.683
Contig.1,M61a,292,31,49,49,63.265
Contig.1,R7a'b,292,37,48,48,77.083
Contig.1,T2b3_151,292,59,59,59,100.000
Contig.1,J1c2s1,292,42,53,53,79.245
Contig.1,H1t1a1,292,39,48,48,81.250
Contig.1,HV0c,292,37,43,43,86.047
Contig.1,M24b,292,30,43,43,69.767
Contig.1,HV0f,292,37,42,42,88.095
Contig.1,H1s1,292,39,46,46,84.783
Contig.1,HV0d,292,37,43,43,86.047
Contig.1,M8,292,32,42,42,76.190
Contig.1,U6a2a,292,36,48,48,75.000
Contig.1,U6a2c,292,35,45,45,77.778
Contig.1,U6a2b,292,36,47,47,76.596
Contig.1,C4a2a1b,292,31,59,59,52.542
Contig.1,N9a10b,292,35,45,45,77.778
Contig.1,N9a10a,292,36,45,45,80.000
Contig.1,G2a3a,292,32,52,52,61.538
Contig.1,L3e1d1a,292,31,49,49,63.265
Contig.1,D5c1a,292,31,50,50,62.000
Contig.1,U5b1b1e,292,36,52,52,69.231
Contig.1,U5b1b1d,292,37,52,52,71.154
Contig.1,U5b1b1g,292,37,56,56,66.071
Contig.1,U5b1b1f,292,37,52,52,71.154
Contig.1,U5b1b1a,292,37,52,52,71.154
Contig.1,H1c1_16093,292,39,48,48,81.250
Contig.1,M,292,32,37,37,86.486
Contig.1,U4a1a2,292,36,54,54,66.667
Contig.1,D2a,292,32,49,49,65.306
Contig.1,M32c,292,31,56,56,55.357
Contig.1,L0d2c1,292,2,45,45,4.444
Contig.1,U1a1d,292,37,54,54,68.519
Contig.1,L0d2c2,292,3,50,50,6.000
Contig.1,U1a1a,292,37,56,56,66.071
