Sequence Name,Predicted Haplogroup,N,Nph,Nph_tot,Nph_exp,P_Hg
Contig.1,H10c,292,39,46,46,84.783
Contig.1,H10b,292,38,45,45,84.444
Contig.1,G3a1,292,32,46,46,69.565
Contig.1,H10h,292,38,47,47,80.851
Contig.1,G3a3,292,33,46,46,71.739
Contig.1,G3a2,292,33,46,46,71.739
Contig.1,F2i,292,38,55,55,69.091
Contig.1,V21,292,38,46,46,82.609
Contig.1,H1an1a,292,38,46,46,82.609
Contig.1,HV1a3a,292,38,48,48,79.167
Contig.1,B5b1a2,292,35,57,57,61.404
Contig.1,T2b4_152!,292,56,57,57,98.246
Contig.1,H1e2d,292,39,47,47,82.979
Contig.1,W5a2,292,36,56,56,64.286
Contig.1,B4a1a1a19,292,36,48,48,75.000
Contig.1,H1c2,292,39,46,46,84.783
Contig.1,M62a,292,32,52,52,61.538
Contig.1,U5b3b2,292,39,53,53,73.585
Contig.1,U5b2a6,292,37,51,51,72.549
Contig.1,U5b2a5,292,36,52,52,69.231
Contig.1,U5b2a4,292,38,53,53,71.698
Contig.1,B4a1c3a,292,38,54,54,70.370
Contig.1,M7c1a2a,292,32,49,49,65.306
Contig.1,U5b2a1,292,37,50,50,74.000
Contig.1,B4a1c3b,292,38,48,48,79.167
Contig.1,M11,292,32,46,46,69.565
Contig.1,M10,292,32,44,44,72.727
Contig.1,M13,292,31,38,38,81.579
Contig.1,M12,292,32,46,46,69.565
Contig.1,M15,292,32,50,50,64.000
Contig.1,M14,292,33,40,40,82.500
Contig.1,L2a1c1a,292,24,47,47,51.064
Contig.1,M74a,292,31,47,47,65.957
Contig.1,M19,292,31,49,49,63.265
Contig.1,D4b1b2,292,33,53,53,62.264
Contig.1,D4b1b1,292,33,53,53,62.264
Contig.1,D4e4a1,292,33,48,48,68.750
Contig.1,K1a2c,292,37,53,53,69.811
Contig.1,L3e2a1b2,292,30,41,41,73.171
Contig.1,K1b1a1c1,292,35,60,60,58.333
Contig.1,H1b1e1,292,38,47,47,80.851
Contig.1,U1a1c1c1,292,36,58,58,62.069
Contig.1,H1a3b1,292,39,47,47,82.979
Contig.1,T1a_152!,292,50,53,53,94.340
Contig.1,Q1c2a,292,31,57,57,54.386
Contig.1,F2b1,292,40,54,54,74.074
Contig.1,R5a1,292,39,47,47,82.979
Contig.1,R5a2,292,38,48,48,79.167
Contig.1,B4a1a1aa,292,35,46,46,76.087
Contig.1,B4a1a1ac,292,36,47,47,76.596
Contig.1,B4a1a1ab,292,36,47,47,76.596
Contig.1,B4a1a1ae,292,36,47,47,76.596
Contig.1,B4a1a1ad,292,36,48,48,75.000
Contig.1,H81a,292,39,49,49,79.592
Contig.1,B4a1a1af,292,36,47,47,76.596
Contig.1,U5a2a1,292,39,53,53,73.585
Contig.1,B4b1a1a,292,37,56,56,66.071
Contig.1,H1j1c,292,38,46,46,82.609
Contig.1,H1j1b,292,38,45,45,84.444
Contig.1,M7b1a1a1b,292,30,53,53,56.604
Contig.1,M7b1a1a1c,292,29,52,52,55.769
Contig.1,M7b1a1a1d,292,30,53,53,56.604
Contig.1,T2b35,292,57,58,58,98.276
Contig.1,B4a1a1,292,36,46,46,78.261
Contig.1,D1i2,292,34,52,52,65.385
Contig.1,H3g1a,292,37,47,47,78.723
Contig.1,H3g1b,292,37,47,47,78.723
Contig.1,D1i1,292,33,50,50,66.000
Contig.1,B4b1a3a,292,36,53,53,67.925
Contig.1,T2b37,292,57,58,58,98.276
Contig.1,U3b2a1,292,39,54,54,72.222
Contig.1,L3x1b,292,30,42,42,71.429
Contig.1,L3x1a,292,31,43,43,72.093
Contig.1,G2b1a,292,33,47,47,70.213
Contig.1,K1c1i,292,34,51,51,66.667
Contig.1,G2b1b,292,33,48,48,68.750
Contig.1,X2m1,292,33,43,43,76.744
Contig.1,K1c1h,292,34,51,51,66.667
Contig.1,L5a2,292,14,49,49,28.571
Contig.1,D1g5,292,31,51,51,60.784
Contig.1,B4a1a1a3,292,36,48,48,75.000
Contig.1,L5a1,292,15,49,49,30.612
Contig.1,T1a2a,292,50,59,59,84.746
Contig.1,M3c1b1,292,31,47,47,65.957
Contig.1,D1g2,292,31,46,46,67.391
Contig.1,D1g3,292,31,44,44,70.455
Contig.1,B4a1a1a9,292,36,49,49,73.469
Contig.1,B4a1a1a8,292,36,50,50,72.000
Contig.1,U4a2h1,292,37,53,53,69.811
Contig.1,U5a1e,292,38,52,52,73.077
Contig.1,K1c1e,292,34,51,51,66.667
Contig.1,D5a2a1_16172!,292,31,51,51,60.784
Contig.1,A2q1,292,34,50,50,68.000
Contig.1,M7b'c,292,32,40,40,80.000
Contig.1,L2a2'3,292,21,39,39,53.846
Contig.1,M28a6a,292,29,53,53,54.717
Contig.1,T2c1d,292,53,59,59,89.831
Contig.1,W6c1,292,36,57,57,63.158
Contig.1,T2g1a1,292,54,59,59,91.525
Contig.1,B4a1a4,292,36,47,47,76.596
Contig.1,H7d2,292,38,47,47,80.851
Contig.1,HV14a,292,37,43,43,86.047
Contig.1,U4a3,292,36,54,54,66.667
Contig.1,H30b1,292,39,46,46,84.783
Contig.1,U6d1a,292,38,50,50,76.000
Contig.1,B4a1a6,292,36,46,46,78.261
Contig.1,N1a3a2,292,34,50,50,68.000
Contig.1,N1a3a3,292,33,51,51,64.706
Contig.1,B5a2a2a2,292,37,54,54,68.519
Contig.1,Q1_16223,292,30,50,50,60.000
Contig.1,L3e1a1a,292,31,48,48,64.583
Contig.1,H2a5b1,292,38,48,48,79.167
Contig.1,D6,292,31,42,42,73.810
Contig.1,D4j14,292,33,45,45,73.333
Contig.1,D4,292,33,43,43,76.744
Contig.1,D5,292,31,43,43,72.093
Contig.1,D2,292,32,46,46,69.565
Contig.1,D3,292,33,55,55,60.000
Contig.1,D1,292,33,45,45,73.333
Contig.1,M37e,292,31,41,41,75.610
Contig.1,M37d,292,32,40,40,80.000
Contig.1,L2c2b1,292,23,51,51,45.098
Contig.1,L3h1b,292,30,42,42,71.429
Contig.1,L3h1a,292,31,40,40,77.500
Contig.1,P_16176,292,39,40,40,97.500
Contig.1,F1a3a,292,37,54,54,68.519
Contig.1,B2b4,292,37,54,54,68.519
Contig.1,P9a,292,39,42,42,92.857
Contig.1,B2b2,292,37,51,51,72.549
Contig.1,B2b3,292,37,51,51,72.549
Contig.1,B2b1,292,36,56,56,64.286
Contig.1,L0a2b1,292,7,50,50,14.000
Contig.1,L0a1e,292,6,40,40,15.000
Contig.1,L0a1d,292,4,39,39,10.256
Contig.1,L0a1c,292,4,39,39,10.256
Contig.1,L0a1b,292,3,39,39,7.692
Contig.1,L0a1a,292,4,38,38,10.526
Contig.1,H58a,292,38,45,45,84.444
Contig.1,A2af1a,292,34,54,54,62.963
Contig.1,B4a1a1a22,292,36,48,48,75.000
Contig.1,B4a1a1a23,292,35,47,47,74.468
Contig.1,HV1b1b,292,38,50,50,76.000
Contig.1,H3c2c,292,37,46,46,80.435
Contig.1,U6a3d1a,292,36,52,52,69.231
Contig.1,HV1b1a,292,38,51,51,74.510
Contig.1,U8b'c,292,38,44,44,86.364
Contig.1,M30c1,292,30,40,40,75.000
Contig.1,G1a1a4,292,32,50,50,64.000
Contig.1,L1c2b1a,292,10,54,54,18.519
Contig.1,L1c2b1b,292,10,55,55,18.182
Contig.1,L1c2b1c,292,10,59,59,16.949
Contig.1,Z3_709,292,32,49,49,65.306
Contig.1,F1c1a,292,38,52,52,73.077
Contig.1,H6c,292,38,47,47,80.851
Contig.1,H6b,292,38,47,47,80.851
Contig.1,M35b3,292,34,44,44,77.273
Contig.1,L3b1a_16124!,292,30,43,43,69.767
Contig.1,D4h1d,292,33,53,53,62.264
Contig.1,D4h1b,292,33,49,49,67.347
Contig.1,D4h1c,292,31,48,48,64.583
Contig.1,H6a1b,292,39,49,49,79.592
Contig.1,N11a2,292,35,53,53,66.038
Contig.1,H7d3a,292,38,47,47,80.851
Contig.1,G2b1a1,292,33,52,52,63.462
Contig.1,R0a2d,292,40,51,51,78.431
Contig.1,U5b1c1a1,292,36,53,53,67.925
Contig.1,H4b1,292,38,48,48,79.167
Contig.1,L1c1b,292,10,48,48,20.833
Contig.1,L1c1c,292,10,44,44,22.727
Contig.1,B4a1a1a2b,292,36,49,49,73.469
Contig.1,L3d1b3a,292,30,42,42,71.429
Contig.1,H1h1,292,38,44,44,86.364
Contig.1,M31a1b,292,31,52,52,59.615
Contig.1,M31a1a,292,31,52,52,59.615
Contig.1,H1h2,292,39,48,48,81.250
Contig.1,L3a_709,292,33,36,36,91.667
Contig.1,T2f4,292,53,56,56,94.643
Contig.1,R0a2g,292,40,50,50,80.000
Contig.1,U5a1j,292,38,53,53,71.698
Contig.1,H40a,292,38,45,45,84.444
Contig.1,F1a4a1,292,38,57,57,66.667
Contig.1,L3a1,292,31,39,39,79.487
Contig.1,L3a2,292,33,38,38,86.842
Contig.1,U6a7c1,292,36,45,45,80.000
Contig.1,J1b3b,292,42,53,53,79.245
Contig.1,U5b2a1a,292,37,51,51,72.549
Contig.1,L2d,292,22,47,47,46.809
Contig.1,U5a1b4,292,38,53,53,71.698
Contig.1,C1c5,292,32,53,53,60.377
Contig.1,W4a1,292,36,54,54,66.667
Contig.1,R8a1a1a1a,292,38,54,54,70.370
Contig.1,R0a2b,292,40,52,52,76.923
Contig.1,M44a1,292,32,41,41,78.049
Contig.1,X2c2,292,33,43,43,76.744
Contig.1,X2d1a,292,33,48,48,68.750
Contig.1,C1b13a1,292,31,55,55,56.364
Contig.1,N1a1'2,292,36,42,42,85.714
Contig.1,X2c1,292,33,43,43,76.744
Contig.1,HV1,292,38,43,43,88.372
Contig.1,L2a2b2,292,21,45,45,46.667
Contig.1,H69,292,37,43,43,86.047
Contig.1,J2a2c,292,39,53,53,73.585
Contig.1,W5,292,36,53,53,67.925
Contig.1,J2a2a,292,39,54,54,72.222
Contig.1,W3,292,36,52,52,69.231
Contig.1,R11b1b,292,36,46,46,78.261
Contig.1,J2a2d,292,39,58,58,67.241
Contig.1,R0a2m,292,40,50,50,80.000
Contig.1,H61,292,38,45,45,84.444
Contig.1,L0k,292,2,42,42,4.762
Contig.1,B4d1'2'3,292,36,42,42,85.714
Contig.1,H62,292,38,44,44,86.364
Contig.1,H65,292,38,44,44,86.364
Contig.1,W1e1a,292,35,54,54,64.815
Contig.1,W9,292,36,52,52,69.231
Contig.1,H66,292,38,44,44,86.364
Contig.1,D4j_146!,292,32,43,43,74.419
Contig.1,B4b'd'e'j,292,37,41,41,90.244
Contig.1,X2e1a1,292,32,42,42,76.190
Contig.1,H8b,292,37,46,46,80.435
Contig.1,Z1a1b,292,30,51,51,58.824
Contig.1,R0a2h,292,40,51,51,78.431
Contig.1,R11b,292,36,44,44,81.818
Contig.1,Z1a1a,292,31,53,53,58.491
Contig.1,H8a,292,37,46,46,80.435
Contig.1,T2f6,292,53,56,56,94.643
Contig.1,HV4a2b,292,37,44,44,84.091
Contig.1,H83,292,38,44,44,86.364
Contig.1,H82,292,38,44,44,86.364
Contig.1,H81,292,38,44,44,86.364
Contig.1,H80,292,37,43,43,86.047
Contig.1,H87,292,38,44,44,86.364
Contig.1,H86,292,38,44,44,86.364
Contig.1,H85,292,38,46,46,82.609
Contig.1,H84,292,39,44,44,88.636
Contig.1,H13a1a1b,292,38,50,50,76.000
Contig.1,B5b2a2a1,292,37,61,61,60.656
Contig.1,H89,292,38,46,46,82.609
Contig.1,H88,292,38,44,44,86.364
Contig.1,L0d1a1,292,4,39,39,10.256
Contig.1,Q2a,292,29,48,48,60.417
Contig.1,Q2b,292,29,51,51,56.863
Contig.1,M10a1a1a,292,32,55,55,58.182
Contig.1,U2e2,292,35,54,54,64.815
Contig.1,J2a2b1,292,39,54,54,72.222
Contig.1,J2a2b3,292,39,58,58,67.241
Contig.1,J2a2b2,292,39,56,56,69.643
Contig.1,T1a1q,292,49,54,54,90.741
Contig.1,H56d,292,38,45,45,84.444
Contig.1,H56c,292,38,45,45,84.444
Contig.1,H56b,292,38,45,45,84.444
Contig.1,H56a,292,38,45,45,84.444
Contig.1,N11a1,292,34,48,48,70.833
Contig.1,T2b_150,292,57,58,58,98.276
Contig.1,K1b2b1,292,34,53,53,64.151
Contig.1,H8c,292,36,45,45,80.000
Contig.1,M5a2a,292,33,43,43,76.744
Contig.1,H1e8a,292,39,47,47,82.979
Contig.1,U6d2,292,37,49,49,75.510
Contig.1,B4c1b2a1,292,37,50,50,74.000
Contig.1,B4a1a1_16126,292,37,47,47,78.723
Contig.1,B4c1b2a2,292,36,47,47,76.596
Contig.1,HV2,292,37,40,40,92.500
Contig.1,M11a'b,292,32,48,48,66.667
Contig.1,M3c2,292,33,41,41,80.488
Contig.1,J1b4a,292,41,53,53,77.358
Contig.1,L3f1b2,292,31,48,48,64.583
Contig.1,T2b34,292,57,60,60,95.000
Contig.1,U4d3,292,37,52,52,71.154
Contig.1,U6a3a1,292,36,47,47,76.596
Contig.1,U6a3a2,292,36,48,48,75.000
Contig.1,T2b3a1,292,58,63,63,92.063
Contig.1,J1c1b,292,42,52,52,80.769
Contig.1,R11'B6,292,37,38,38,97.368
Contig.1,H13a2,292,39,46,46,84.783
Contig.1,H13a1,292,38,46,46,82.609
Contig.1,U6a2a2a,292,35,50,50,70.000
Contig.1,B4a1a1a1,292,36,48,48,75.000
Contig.1,H16a1,292,37,45,45,82.222
Contig.1,H6a1b4,292,39,50,50,78.000
Contig.1,H10_s6,292,38,44,44,86.364
Contig.1,Q1e1a,292,29,56,56,51.786
Contig.1,H5a6a,292,37,47,47,78.723
Contig.1,Q1e1c,292,28,54,54,51.852
Contig.1,Q1e1b,292,29,54,54,53.704
Contig.1,G2b1,292,33,46,46,71.739
Contig.1,U8a1b,292,39,54,54,72.222
Contig.1,G2b2,292,33,46,46,71.739
Contig.1,L0d1c1a2,292,3,46,46,6.522
Contig.1,J1c1b1a,292,43,54,54,79.630
Contig.1,H26a1a,292,38,47,47,80.851
Contig.1,M30c1a,292,30,41,41,73.171
Contig.1,HV1a'b'c,292,38,44,44,86.364
Contig.1,J1c2m,292,42,51,51,82.353
Contig.1,H17b,292,37,44,44,84.091
Contig.1,H17c,292,37,44,44,84.091
Contig.1,H1bt1,292,39,47,47,82.979
Contig.1,K2a2a,292,37,52,52,71.154
Contig.1,G2a1_16189!,292,31,46,46,67.391
Contig.1,M60a1,292,32,42,42,76.190
Contig.1,L1c1d,292,9,42,42,21.429
Contig.1,H4a1a5,292,38,51,51,74.510
Contig.1,M71a2,292,31,46,46,67.391
Contig.1,J1c2n,292,42,51,51,82.353
Contig.1,U6c1,292,36,52,52,69.231
Contig.1,U6c2,292,37,53,53,69.811
Contig.1,K2b1a1a,292,36,56,56,64.286
Contig.1,L3e2b_152!,292,30,37,37,81.081
Contig.1,H1bf1,292,39,47,47,82.979
Contig.1,H4a1a1a,292,38,50,50,76.000
Contig.1,M7c1a1a,292,31,48,48,64.583
Contig.1,Q1e1,292,29,53,53,54.717
Contig.1,M8a2'3,292,32,47,47,68.085
Contig.1,M7c1a1b,292,33,50,50,66.000
Contig.1,J1c2b4,292,42,52,52,80.769
Contig.1,J1c2b5,292,42,52,52,80.769
Contig.1,R1a1a1a,292,38,57,57,66.667
Contig.1,U5b1f1,292,38,52,52,73.077
Contig.1,J1c2e,292,42,51,51,82.353
Contig.1,H1_16355,292,39,45,45,86.667
Contig.1,H33b,292,38,46,46,82.609
Contig.1,J1c2d,292,42,52,52,80.769
Contig.1,U8a1a1b1,292,38,56,56,67.857
Contig.1,K1a31,292,36,52,52,69.231
Contig.1,M37e2,292,31,42,42,73.810
Contig.1,J1c2g,292,42,53,53,79.245
Contig.1,D4q1,292,32,45,45,71.111
Contig.1,R9c1a,292,39,54,54,72.222
Contig.1,F2_195!,292,39,50,50,78.000
Contig.1,D5a'b,292,31,44,44,70.455
Contig.1,H2a1b1,292,38,50,50,76.000
Contig.1,H2a1b2,292,38,52,52,73.077
Contig.1,U4b2a1,292,36,51,51,70.588
Contig.1,B4b1a2g1,292,37,51,51,72.549
Contig.1,H_152!,292,37,42,42,88.095
Contig.1,D4c1,292,35,46,46,76.087
Contig.1,H15a1,292,38,48,48,79.167
Contig.1,D4c2,292,33,46,46,71.739
Contig.1,U5a1b2,292,38,52,52,73.077
Contig.1,J1c2b,292,42,51,51,82.353
Contig.1,K1b1a1d1,292,35,59,59,59.322
Contig.1,T2a1b1,292,54,59,59,91.525
Contig.1,H1n_146!_195!,292,37,43,43,86.047
Contig.1,A2af1,292,34,53,53,64.151
Contig.1,U3a1a1,292,38,54,54,70.370
Contig.1,U5a1a2a,292,38,54,54,70.370
Contig.1,P3b,292,39,48,48,81.250
Contig.1,L2a1l2a,292,21,40,40,52.500
Contig.1,K1a,292,36,50,50,72.000
Contig.1,P3a,292,38,49,49,77.551
Contig.1,U6a7b,292,36,47,47,76.596
Contig.1,U6a7c,292,36,46,46,78.261
Contig.1,U2e2a1d,292,35,58,58,60.345
Contig.1,U6a7a,292,36,52,52,69.231
Contig.1,U5b2a1a2,292,37,54,54,68.519
Contig.1,U5b2a1a1,292,36,51,51,70.588
Contig.1,HV1a3,292,38,47,47,80.851
Contig.1,M1a2a,292,27,42,42,64.286
Contig.1,M1a2b,292,28,45,45,62.222
Contig.1,D4h3a3a,292,32,56,56,57.143
Contig.1,B4a1a1a4,292,36,48,48,75.000
Contig.1,D1m,292,33,49,49,67.347
Contig.1,M38c,292,31,48,48,64.583
Contig.1,U2e1b,292,35,56,56,62.500
Contig.1,K1a_150,292,36,51,51,70.588
Contig.1,J1c1b2a,292,42,56,56,75.000
Contig.1,U4b1a,292,37,52,52,71.154
Contig.1,M65a,292,31,41,41,75.610
Contig.1,H5'36,292,38,44,44,86.364
Contig.1,H33a,292,38,45,45,84.444
Contig.1,D4e5b,292,33,50,50,66.000
Contig.1,D4e5a,292,32,48,48,66.667
Contig.1,B2b_152!,292,36,49,49,73.469
Contig.1,L1c1d1,292,9,44,44,20.455
Contig.1,D4b2a2a2,292,32,51,51,62.745
Contig.1,H7i1,292,38,49,49,77.551
Contig.1,H3x1,292,37,47,47,78.723
Contig.1,D4b2a2a1,292,32,51,51,62.745
Contig.1,U3a2a1a,292,38,59,59,64.407
Contig.1,R0a2e,292,38,49,49,77.551
Contig.1,U2e2a1a1,292,35,59,59,59.322
Contig.1,M43_16311!,292,32,41,41,78.049
Contig.1,U2e2a1a2,292,35,59,59,59.322
Contig.1,J1c10a,292,42,51,51,82.353
Contig.1,L2a2a1,292,21,44,44,47.727
Contig.1,I1,292,33,49,49,67.347
Contig.1,I3,292,33,48,48,68.750
Contig.1,I2,292,33,48,48,68.750
Contig.1,I5,292,35,48,48,72.917
Contig.1,I4,292,34,48,48,70.833
Contig.1,I7,292,34,50,50,68.000
Contig.1,I6,292,34,48,48,70.833
Contig.1,M65a2,292,31,43,43,72.093
Contig.1,D4m2a1,292,33,51,51,64.706
Contig.1,B4a1a1a6,292,36,48,48,75.000
Contig.1,E2b2,292,31,49,49,63.265
Contig.1,T2c1d1,292,52,58,58,89.655
Contig.1,T2c1d2,292,52,59,59,88.136
Contig.1,R0a2f,292,40,50,50,80.000
Contig.1,H1n_146!,292,38,44,44,86.364
Contig.1,L0a3,292,4,36,36,11.111
Contig.1,H5a1c1a,292,39,51,51,76.471
Contig.1,K1a10a,292,35,51,51,68.627
Contig.1,A14,292,36,47,47,76.596
Contig.1,C1c,292,32,51,51,62.745
Contig.1,C1b,292,31,50,50,62.000
Contig.1,C1a,292,31,52,52,59.615
Contig.1,L0d1c1a1,292,3,45,45,6.667
Contig.1,C1f,292,30,48,48,62.500
Contig.1,C1e,292,29,55,55,52.727
Contig.1,C1d,292,31,50,50,62.000
Contig.1,M51a1b,292,32,55,55,58.182
Contig.1,A2ac1,292,34,53,53,64.151
Contig.1,X2c1c,292,33,44,44,75.000
Contig.1,N9a6b,292,36,48,48,75.000
Contig.1,N9a6a,292,37,48,48,77.083
Contig.1,X2c1b,292,33,45,45,73.333
Contig.1,Z1a1,292,31,51,51,60.784
Contig.1,Z1a2,292,31,51,51,60.784
Contig.1,Z1a3,292,31,51,51,60.784
Contig.1,H5a2a,292,39,48,48,81.250
Contig.1,H3q1,292,38,46,46,82.609
Contig.1,A2b1,292,34,49,49,69.388
Contig.1,B4a1b1a,292,35,46,46,76.087
Contig.1,D1h1,292,33,50,50,66.000
Contig.1,D1h2,292,33,51,51,64.706
Contig.1,J2a2b1a,292,39,56,56,69.643
Contig.1,U4a2c1,292,37,55,55,67.273
Contig.1,T2a1b2,292,54,58,58,93.103
Contig.1,D4e1a3,292,33,51,51,64.706
Contig.1,U7b,292,37,51,51,72.549
Contig.1,U7a,292,38,51,51,74.510
Contig.1,L2a1c4a1,292,23,44,44,52.273
Contig.1,L1c2b2,292,10,52,52,19.231
Contig.1,D1f2,292,32,46,46,69.565
Contig.1,D1f1,292,33,50,50,66.000
Contig.1,H17a,292,37,44,44,84.091
Contig.1,R8a,292,37,44,44,84.091
Contig.1,T2a1b1a1b,292,54,62,62,87.097
Contig.1,R8b,292,37,47,47,78.723
Contig.1,H11a_152!,292,35,44,44,79.545
Contig.1,H1ca,292,39,46,46,84.783
Contig.1,H3c2,292,37,45,45,82.222
Contig.1,H3c3,292,37,46,46,80.435
Contig.1,H3c1,292,38,46,46,82.609
Contig.1,L2b1,292,21,58,58,36.207
Contig.1,H1ax1,292,39,48,48,81.250
Contig.1,L2b3,292,21,54,54,38.889
Contig.1,J1b2a,292,42,55,55,76.364
Contig.1,A2p1,292,33,50,50,66.000
Contig.1,U1a1a_16129!,292,36,55,55,65.455
Contig.1,M29a,292,30,51,51,58.824
Contig.1,M7b1a1e1,292,31,53,53,58.491
Contig.1,H1e1a5,292,39,54,54,72.222
Contig.1,D1g_16189!,292,31,44,44,70.455
Contig.1,V3a1,292,38,48,48,79.167
Contig.1,I6a,292,34,52,52,65.385
Contig.1,I6b,292,34,50,50,68.000
Contig.1,M7b2a,292,32,49,49,65.306
Contig.1,F3b1b1,292,37,59,59,62.712
Contig.1,A3,292,36,46,46,78.261
Contig.1,D4b1a2a1,292,33,53,53,62.264
Contig.1,U2e3,292,35,56,56,62.500
Contig.1,U2e1,292,35,54,54,64.815
Contig.1,C4a2a,292,31,56,56,55.357
Contig.1,H1a3a1,292,39,47,47,82.979
Contig.1,C4a2c,292,31,56,56,55.357
Contig.1,C4a2b,292,32,56,56,57.143
Contig.1,H13a1a2,292,38,48,48,79.167
Contig.1,L0a2a1b,292,6,47,47,12.766
Contig.1,F1c1a1b,292,38,54,54,70.370
Contig.1,H5b4,292,39,50,50,78.000
Contig.1,H13a1a6,292,38,49,49,77.551
Contig.1,X2b10a,292,32,46,46,69.565
Contig.1,H13a1a4,292,38,48,48,79.167
Contig.1,H13a1a5,292,38,48,48,79.167
Contig.1,T2c1c,292,54,59,59,91.525
Contig.1,L2c2a1,292,23,52,52,44.231
Contig.1,U5b2,292,38,51,51,74.510
Contig.1,U5b3,292,39,51,51,76.471
Contig.1,N9b1a,292,36,43,43,83.721
Contig.1,B4b1a1,292,37,55,55,67.273
Contig.1,B4b1a2,292,37,49,49,75.510
Contig.1,B4b1a3,292,37,52,52,71.154
Contig.1,B2c1,292,37,51,51,72.549
Contig.1,A5a3a,292,35,50,50,70.000
Contig.1,B2c2,292,36,51,51,70.588
Contig.1,H1af1,292,39,46,46,84.783
Contig.1,H1af2,292,39,46,46,84.783
Contig.1,H2a2b3,292,38,48,48,79.167
Contig.1,HV9a1,292,36,43,43,83.721
Contig.1,R0a2c,292,41,50,50,82.000
Contig.1,R7b2,292,35,56,56,62.500
Contig.1,R7b1,292,35,52,52,67.308
Contig.1,C4a1a6,292,31,56,56,55.357
Contig.1,C4a1a4,292,30,55,55,54.545
Contig.1,M60a2,292,33,44,44,75.000
Contig.1,C4a1a2,292,30,55,55,54.545
Contig.1,J1c3e1,292,42,53,53,79.245
Contig.1,L0a2a2,292,6,48,48,12.500
Contig.1,C4a1a1,292,31,55,55,56.364
Contig.1,L0d2b1a1,292,6,51,51,11.765
Contig.1,B4i1,292,37,43,43,86.047
Contig.1,M28a7a,292,29,49,49,59.184
Contig.1,L3f2a1,292,30,40,40,75.000
Contig.1,B4c1a1a2,292,37,46,46,80.435
Contig.1,B4c1a1a1,292,37,46,46,80.435
Contig.1,H65a,292,39,46,46,84.783
Contig.1,H2a2b5,292,38,48,48,79.167
Contig.1,K1a12a1a,292,36,54,54,66.667
Contig.1,M7c1a,292,31,45,45,68.889
Contig.1,M7c1c,292,31,46,46,67.391
Contig.1,M7c1b,292,31,45,45,68.889
Contig.1,J1c14,292,41,54,54,75.926
Contig.1,HV13b,292,38,43,43,88.372
Contig.1,J1c16,292,41,52,52,78.846
Contig.1,W3b,292,36,54,54,66.667
Contig.1,J1c10,292,42,50,50,84.000
Contig.1,J1c11,292,42,50,50,84.000
Contig.1,U5b2c2b,292,38,57,57,66.667
Contig.1,L3d1b1a,292,31,42,42,73.810
Contig.1,U5a2b3a1,292,37,54,54,68.519
Contig.1,U6a1b2,292,36,48,48,75.000
Contig.1,U6a1b1,292,37,51,51,72.549
Contig.1,M69a,292,31,51,51,60.784
Contig.1,M1a1a1,292,28,47,47,59.574
Contig.1,L3d1b1b,292,31,42,42,73.810
Contig.1,F1b1a1a3,292,36,55,55,65.455
Contig.1,U6a1b4,292,37,55,55,67.273
Contig.1,L1b1a10a,292,11,44,44,25.000
Contig.1,L1b1a10b,292,11,44,44,25.000
Contig.1,U6a1a1,292,36,49,49,73.469
Contig.1,K1a4c1,292,35,55,55,63.636
Contig.1,I1a1a,292,32,54,54,59.259
Contig.1,A2d1a,292,34,52,52,65.385
Contig.1,H1j3,292,39,46,46,84.783
Contig.1,L1c2b1b1,292,10,58,58,17.241
Contig.1,H14b3,292,38,48,48,79.167
Contig.1,H14b4,292,38,47,47,80.851
Contig.1,T2b5a1,292,57,60,60,95.000
Contig.1,R6b,292,37,46,46,80.435
Contig.1,R6a,292,37,42,42,88.095
Contig.1,K1a1a1,292,35,51,51,68.627
Contig.1,K1a1b1b1,292,36,55,55,65.455
Contig.1,K1b1a1,292,35,57,57,61.404
Contig.1,M21b1,292,32,43,43,74.419
Contig.1,R0a2n,292,39,49,49,79.592
Contig.1,U6a8,292,36,45,45,80.000
Contig.1,M21b2,292,35,54,54,64.815
Contig.1,T2b13b,292,57,59,59,96.610
Contig.1,K1a1b1c,292,35,53,53,66.038
Contig.1,G2a1f1,292,32,51,51,62.745
Contig.1,H78,292,38,44,44,86.364
Contig.1,H79,292,38,44,44,86.364
Contig.1,H76,292,37,43,43,86.047
Contig.1,H77,292,38,45,45,84.444
Contig.1,H74,292,38,46,46,82.609
Contig.1,H75,292,38,45,45,84.444
Contig.1,H72,292,38,46,46,82.609
Contig.1,M41a,292,31,45,45,68.889
Contig.1,M41b,292,32,47,47,68.085
Contig.1,M41c,292,32,48,48,66.667
Contig.1,M30a,292,31,40,40,77.500
Contig.1,M30b,292,29,37,37,78.378
Contig.1,M30c,292,30,39,39,76.923
Contig.1,M30d,292,31,40,40,77.500
Contig.1,K1a1b1f,292,35,54,54,64.815
Contig.1,M30f,292,31,41,41,75.610
Contig.1,M30g,292,31,41,41,75.610
Contig.1,H53,292,38,44,44,86.364
Contig.1,L0a1a3,292,4,40,40,10.000
Contig.1,L0a1a2,292,5,40,40,12.500
Contig.1,L0a1a1,292,5,40,40,12.500
Contig.1,B4a1,292,37,43,43,86.047
Contig.1,H1a3c,292,39,46,46,84.783
Contig.1,H92,292,38,44,44,86.364
Contig.1,H93,292,38,44,44,86.364
Contig.1,H94,292,38,45,45,84.444
Contig.1,H95,292,38,44,44,86.364
Contig.1,H1a3d,292,39,46,46,84.783
Contig.1,J1c1c,292,42,53,53,79.245
